utc,Label,Speed,HDOP,Satelites,Latitude,Longitude,Altitude,Roll Degrees,Pitch Degrees,Dynamic Magnitude,Jerk,Jerk Std,Acceleration X,Acceleration Y,Acceleration Z,Standard Deviation,Energy,Zero Crossings,session_id,motion_disagreement,motion_mismatch,speed_per_dyn_mag,speed_per_jerk_std
270426_145746.000,0,0.16,1.66,6,58.3406,8.59377,14.6,-2.672829,-2.142614,0.036695,0.600501,0.233661,-0.007167,-0.035903,-0.002469,0.029301,0.002721,23.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.07179,4.244595,0.65665
270426_145747.000,0,0.19,1.66,6,58.34059,8.593774,14.4,-3.899904,-0.674095,0.063198,2.740384,0.647067,-0.023427,-0.02551,-0.052862,0.037295,0.005213,19.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,1,0.124496,2.959594,0.289164
270426_145807.000,0,28.31,1.92,7,58.34039,8.593513,12.7,-2.936059,0.632225,0.062952,3.377617,1.136432,-0.062637,0.006013,-0.001869,0.036682,0.009695,19.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.157196,442.675757,24.694007
270426_145808.000,0,30.7,1.62,7,58.34033,8.593434,12.6,0.216418,0.143781,0.167894,0.231647,1.215762,0.038693,0.157738,0.042543,0.042269,0.014478,18.000001,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.028788,181.770815,25.045645
270426_145828.000,0,2.67,1.62,7,58.33919,8.59246,11.7,0.52737,-1.253663,0.159999,0.913797,2.92705,-0.059632,-0.145886,-0.027586,0.135926,0.064955,14.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.293298,16.583954,0.909075
270426_145829.000,0,0.0,1.62,7,58.33919,8.592457,11.8,0.157757,-1.362033,0.08818,0.328573,1.592335,-0.001014,-0.085356,-0.022112,0.094494,0.028959,16.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,1,0.17636,0.0,0.0
270426_145830.000,0,0.0,1.62,7,58.33919,8.592442,11.8,-2.193164,-2.614472,0.148836,0.733169,1.025441,-0.041506,-0.142893,0.003337,0.080916,0.0227,17.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,1,0.297672,0.0,0.0
270426_145849.000,0,5.87,1.92,7,58.33922,8.592411,13.0,-4.655524,-0.97865,0.078807,0.573134,1.017663,-0.064519,-0.045237,0.001209,0.075043,0.024763,11.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.098914,73.552445,5.711989
270426_145850.000,0,6.18,1.62,7,58.33922,8.592393,13.7,-4.454518,-0.441589,0.047751,0.764044,0.482347,-0.039836,0.026179,-0.0028,0.039159,0.010518,13.000001,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.033702,126.76663,12.552123
270426_145909.000,0,6.18,1.92,7,58.33915,8.592494,20.5,-3.727513,-0.589052,0.033039,1.356075,0.521784,-0.009239,0.017137,0.026693,0.028494,0.004257,20.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,1,0.004278,181.55645,11.62126
270426_145910.000,0,8.69,1.95,6,58.33915,8.592484,21.5,-3.213912,-0.860734,0.018092,0.254202,0.32867,0.009971,0.015045,0.001246,0.016984,0.001561,22.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,1,0.050716,455.164467,25.659196
270426_145911.000,0,9.29704,1.62,7,58.33915,8.592429,22.0,-2.717962,-1.34216,0.013953,0.156692,0.24983,-0.003492,0.013489,-0.000729,0.009759,0.000801,25.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,1,0.065064,621.750819,35.781242
270426_145931.000,0,5.53,1.62,7,58.33908,8.592402,28.7,-2.438087,-0.768494,0.024654,0.228076,0.2956,-0.023137,0.00693,0.004949,0.011077,0.000521,27.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,1,0.005992,215.560926,18.09555
270426_145932.000,0,3.43,1.62,7,58.33908,8.592416,29.4,-2.152236,-0.68262,0.006848,0.368526,0.312706,0.000472,0.006039,0.003194,0.012681,0.000605,29.000001,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,1,0.020604,437.054027,10.62887
270426_145951.000,0,0.35,1.62,7,58.33903,8.592593,38.4,-1.943419,-0.500246,0.018714,0.227468,0.264461,0.013292,-0.011234,-0.006879,0.011897,0.000676,24.000001,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.033928,17.75388,1.275227
270426_145952.000,0,0.37,1.62,7,58.33903,8.592605,39.1,-1.644941,-0.150696,0.028189,0.332949,0.277302,-0.011364,0.022749,0.012164,0.009031,0.000671,22.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.052678,12.676008,1.287843
270426_150012.000,0,0.0,1.62,7,58.33901,8.592633,44.8,-1.361896,-0.454732,0.050218,0.462673,0.391351,-0.032307,-0.037749,-0.007286,0.020095,0.001487,17.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,1,0.100436,0.0,0.0
270426_150013.000,0,0.0,1.62,7,58.33901,8.592637,44.9,-1.494359,-0.419676,0.013086,0.171816,0.310746,0.010645,0.003888,-0.006542,0.019129,0.001189,19.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.026172,0.0,0.0
270426_150032.000,0,2.81,1.62,7,58.33903,8.592536,43.1,-1.182203,-0.622104,0.018493,0.104774,0.174281,-0.000306,0.017665,0.005464,0.008077,0.000369,21.000001,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,1,0.008886,144.154312,15.248452
270426_150033.000,0,1.79,1.62,7,58.33903,8.592541,42.7,-1.092332,-0.656125,0.154357,0.70182,0.386892,0.100963,0.104463,-0.052154,0.031809,0.002147,19.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.290814,11.52185,4.510043
270426_150053.000,0,3.92,1.62,7,58.3391,8.592444,32.7,-1.311091,2.014538,0.041001,0.067495,1.10687,-0.030669,-0.025761,0.00877,0.10324,0.023693,4.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.042802,93.331111,3.509809
270426_150054.000,0,5.37,1.62,7,58.33911,8.592444,32.4,-1.877589,2.688533,0.020647,0.020003,0.038988,-0.016436,-0.01169,0.004415,0.014269,0.00189,0.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,1,0.012406,248.071326,109.618682
270426_150113.000,0,0.0,1.62,7,58.33924,8.592357,23.0,-2.178966,3.053295,0.010775,0.025842,0.039873,-0.008107,-0.007011,0.001109,0.007538,0.000538,4.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.02155,0.0,0.0
270426_150114.000,0,0.0,1.62,7,58.33924,8.592356,22.4,-2.377648,3.238927,0.003887,0.107512,0.036029,-0.002033,-0.003045,0.001306,0.004114,0.000187,18.000001,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.007774,0.0,0.0
270426_150133.000,0,0.0,1.12,8,58.33929,8.592342,18.9,-2.465101,3.271528,0.001074,0.044626,0.036241,-0.000361,-0.000758,-0.00067,0.003781,6.4e-05,23.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.002148,0.0,0.0
270426_150135.000,0,0.0,1.12,8,58.33929,8.592342,18.9,-2.54888,3.293581,0.004054,0.17011,0.044969,-0.002204,0.002934,0.001725,0.001429,9e-06,14.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.008108,0.0,0.0
270426_150154.000,0,0.0,1.3,7,58.33929,8.592342,18.8,-2.523403,3.296319,0.002202,0.035428,0.042107,0.001338,0.001727,0.000276,0.001176,9e-06,9.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.004404,0.0,0.0
270426_150155.000,0,0.0,1.3,7,58.33929,8.592342,18.8,-2.529461,3.297537,0.004355,0.0203,0.034599,0.000193,-0.004208,-0.001105,0.001079,9e-06,15.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.00871,0.0,0.0
270426_150214.000,0,0.0,1.12,8,58.33931,8.592319,17.7,-2.537375,3.30102,0.002541,0.033287,0.03541,0.000651,0.000992,-0.002247,0.001113,8e-06,18.000001,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.005082,0.0,0.0
270426_150215.000,0,0.0,1.12,8,58.33931,8.592319,17.7,-2.537374,3.30284,0.004291,0.126309,0.03482,0.000664,0.002725,0.003247,0.001074,6e-06,16.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.008582,0.0,0.0
270426_150234.000,0,0.0,1.12,8,58.33931,8.592319,17.7,-2.501067,3.299672,0.001159,0.088787,0.041929,-0.000866,-0.000209,0.000741,0.001425,8e-06,26.000001,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.002318,0.0,0.0
270426_150235.000,0,0.0,1.12,8,58.33931,8.592319,17.7,-2.516377,3.303061,0.00227,0.082058,0.043893,-0.001123,-0.001953,-0.000278,0.001424,1e-05,21.000001,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.00454,0.0,0.0
270426_150253.000,0,0.0,1.12,8,58.33931,8.592319,17.7,-2.510714,3.298977,0.003151,0.075316,0.038525,-0.001086,0.001267,-0.002673,0.001149,7e-06,19.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.006302,0.0,0.0
270426_150254.000,0,0.0,1.12,8,58.33931,8.592319,17.7,-2.496492,3.301355,0.006204,0.129087,0.03525,0.001032,0.005089,0.003396,0.001058,7e-06,12.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.012408,0.0,0.0
270426_150313.000,0,0.0,1.12,8,58.33931,8.592319,17.7,-2.503366,3.292147,0.002925,0.023445,0.044477,0.000329,0.001746,0.002324,0.001562,1.2e-05,16.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.00585,0.0,0.0
270426_150315.000,0,0.0,1.12,8,58.33931,8.592319,17.7,-2.463652,3.267913,0.003124,0.051693,0.036971,0.000449,0.001218,0.002841,0.001575,1.2e-05,12.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.006248,0.0,0.0
270426_150334.000,0,0.0,1.12,8,58.33931,8.592319,17.7,-2.450574,3.259639,0.005356,0.143273,0.036418,0.001358,-0.005121,-0.000784,0.001196,8e-06,13.000001,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.010712,0.0,0.0
270426_150353.000,0,0.0,1.12,8,58.33931,8.592319,17.7,-2.91779,3.095212,0.108345,0.348329,1.472137,-0.081866,0.061389,-0.035609,0.064907,0.019761,13.000001,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,1,0.21669,0.0,0.0
270426_150412.000,0,1.62,1.12,8,58.33925,8.59229,14.9,-6.918056,0.261324,0.11982,1.416108,1.080191,-0.049101,-0.020721,0.107315,0.103505,0.040951,13.000001,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.22344,13.408376,1.485978
270426_150413.000,0,0.0,1.12,8,58.33925,8.59229,14.9,-5.603083,2.304877,0.225004,2.50864,1.16234,0.032969,-0.027102,-0.220919,0.078761,0.032701,11.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,1,0.450008,0.0,0.0
270426_150431.000,0,0.0,1.22,6,58.3391,8.592245,17.2,-4.068131,5.459691,0.403254,5.58819,1.448779,-0.256492,0.25329,-0.180747,0.071677,0.036192,14.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,1,0.806508,0.0,0.0
270426_150432.000,0,2.04,1.22,6,58.3391,8.592236,17.3,-1.9138,8.969634,0.606538,8.15064,2.037372,0.337684,0.502038,0.042616,0.109127,0.071342,16.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,1.192676,3.357815,0.996399
270426_150433.000,0,2.22,1.22,6,58.33911,8.592237,17.3,-7.925655,13.298548,0.286913,4.723018,3.744001,0.070868,0.017838,0.27745,0.207797,0.198491,12.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.551626,7.710663,0.591369
270426_150451.000,0,34.33,1.16,7,58.33835,8.592032,13.9,-7.106353,8.710671,0.183245,2.160401,3.796916,0.148769,-0.058638,-0.089487,0.233896,0.174652,12.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.02319,186.327987,9.017798
270426_150511.000,0,39.79,4.23,4,58.33641,8.5911,9.1,-1.13164,1.544851,0.029077,0.358031,1.755704,-0.006859,0.015844,0.023397,0.077415,0.020628,24.000001,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,1,0.339746,1322.937793,22.534921
270426_150512.000,0,46.22,2.07,5,58.33628,8.59086,9.2,-1.713501,1.811725,0.068558,0.863049,1.751207,0.035542,0.05824,0.006708,0.064641,0.017619,26.000001,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.325084,664.48144,26.243366
270426_150532.000,0,40.38,1.49,6,58.3347,8.587954,8.8,-1.951564,1.900882,0.020071,0.812869,0.546272,-0.011027,-0.010808,0.012823,0.020657,0.002923,23.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,1,0.363658,1916.37796,72.590387
270426_150533.000,0,40.87,1.31,7,58.33465,8.587802,8.7,-1.905149,3.233709,0.048951,0.121343,0.580326,-0.039553,-0.01223,-0.026119,0.024413,0.003731,27.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.310798,818.201838,69.232932
270426_150552.000,0,42.33672,1.12,8,58.33513,8.584237,7.3,1.560566,2.967248,0.083375,1.501541,0.709778,-0.070148,-0.045059,0.000574,0.050283,0.012507,22.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.256617,501.768533,58.819136
270426_150553.000,0,0.0,1.12,8,58.33519,8.584055,7.3,0.57443,3.285436,0.032685,0.344804,0.496428,-0.006365,-0.030427,-0.010098,0.042998,0.007282,14.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.06537,0.0,0.0
270426_150612.000,0,0.0,1.38,6,58.3358,8.582294,5.4,-2.759858,3.808039,0.136822,0.451532,0.243558,0.021102,-0.134487,0.013718,0.054244,0.006726,15.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,1,0.273644,0.0,0.0
270426_150631.000,0,12.07,1.12,8,58.33582,8.582229,6.6,-3.682315,3.491854,0.025298,1.620589,0.489928,0.012396,0.02201,-0.001388,0.050073,0.010518,23.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,1,0.070104,458.970264,24.143477
270426_150632.000,0,17.0,1.12,8,58.33584,8.582142,6.3,-3.429438,3.549498,0.08357,0.690695,0.599671,-0.035047,0.070488,-0.028055,0.022601,0.003845,23.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.00286,201.016909,27.883891
270426_150650.000,0,58.91,1.63,6,58.33696,8.5787,4.2,-0.300978,2.290375,0.132005,0.77593,0.89031,0.013573,0.131305,0.000374,0.048288,0.012,23.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.32509,442.91568,65.433018
270426_150651.000,0,59.0,1.63,6,58.33704,8.578457,3.9,1.252859,2.688308,0.068272,0.132825,0.891491,-0.031259,-0.060263,-0.007228,0.048762,0.018672,22.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.453456,851.714979,65.447131
270426_150709.000,0,57.9676,1.31,7,58.33778,8.576449,1.6,-0.116279,3.394589,0.04828,0.154749,0.177733,-0.016681,-0.045294,0.001054,0.050647,0.009698,8.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.483116,1176.290584,308.776827
270426_150710.000,0,0.0,1.31,7,58.33778,8.576449,1.6,-0.974665,3.759236,0.022036,0.21608,0.089613,-0.008124,-0.020476,-0.000559,0.01343,0.002261,10.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.044072,0.0,0.0
270426_150728.000,0,0.0,1.31,7,58.33784,8.576556,1.8,-2.53019,4.010552,0.084832,0.297489,0.204252,-0.021217,-0.082085,0.002895,0.029777,0.003036,16.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,1,0.169664,0.0,0.0
270426_150729.000,0,2.03,1.31,7,58.33784,8.576556,1.8,-3.950372,5.606114,0.184792,0.444746,0.486178,-0.168689,-0.074272,0.013267,0.054215,0.012603,22.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.349284,10.926197,4.091274
270426_150747.000,0,30.95,1.22,7,58.33837,8.575118,0.6,-4.53447,3.90415,0.082566,0.613227,0.745448,-0.010447,0.081422,0.008855,0.065053,0.014325,22.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.144368,370.365938,40.969067
270426_150748.000,0,39.3,1.22,7,58.33843,8.574917,1.5,-1.422027,4.542486,0.174361,0.370314,0.593138,-0.047718,0.165046,-0.029741,0.046422,0.010348,28.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.044278,224.109123,65.159217
270426_150805.000,0,50.66,1.66,6,58.33983,8.571482,0.4,0.009512,1.166582,0.061562,0.395736,0.442187,-0.060922,-0.007814,0.004161,0.070984,0.023744,24.000001,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.383476,809.756721,112.033296
270426_150806.000,0,48.28,1.39,6,58.33993,8.571317,0.0,-2.083797,4.400112,0.079082,0.766482,0.391202,0.028927,-0.072037,0.015098,0.071065,0.030685,20.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.324636,602.882046,120.338383
270426_150823.000,0,26.2,1.56,5,58.34051,8.57054,-4.9,-0.180674,3.605685,0.12234,0.436799,0.36228,0.041554,-0.114431,0.012073,0.071412,0.024106,18.000001,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.01732,212.42095,70.377135
270426_150824.000,0,24.04,1.96,5,58.3405,8.570426,-5.3,-2.328919,1.62841,0.077947,0.921314,1.324881,-0.055186,0.052462,-0.016672,0.057934,0.018933,24.000001,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.084506,304.508088,18.009096
270426_150842.000,0,31.37288,1.39,6,58.34076,8.568725,-10.8,-3.161329,-0.45214,0.247157,2.516538,0.650605,0.240958,-0.031664,-0.044983,0.076482,0.034978,10.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.180585,126.423514,47.491133
270426_150859.000,0,29.83,1.22,7,58.34109,8.566952,-0.2,-1.73606,-0.282046,0.088315,3.59125,0.726597,0.086518,0.013037,0.012008,0.088716,0.030567,13.000001,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.12167,333.986452,40.497042
270426_150900.000,0,33.21,1.22,7,58.34112,8.566776,0.5,-2.542945,-5.39561,0.160727,0.574421,0.750731,0.159802,0.010367,0.01375,0.072524,0.026124,19.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.010646,205.346046,43.655379
270426_150917.000,0,32.69,1.56,5,58.34177,8.566097,-3.0,-2.710822,-9.438994,0.110824,0.530843,0.722424,0.11068,-0.005311,0.001948,0.043927,0.031942,27.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.105252,292.334383,44.632617
270426_150918.000,0,28.95,1.67,6,58.34173,8.566208,-3.4,-4.76322,-9.3261,0.162164,1.621335,0.720648,-0.15841,-0.031564,-0.014395,0.044242,0.024029,29.000001,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.034828,177.428845,39.622363
270426_150937.000,0,66.01,1.48,6,58.34019,8.56337,-7.0,-4.281361,-0.051819,0.046193,1.558301,0.866127,0.013658,-0.014208,0.041778,0.03962,0.006705,26.000001,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.567714,1398.724387,75.342958
270426_150955.000,0,90.33,1.25,7,58.33793,8.557856,2.7,-2.39545,1.952122,0.052551,0.870333,1.120831,-0.043725,0.0276,0.009379,0.036785,0.007024,31.000001,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.798198,1686.803234,79.87931
270426_151013.000,0,95.33,1.12,8,58.33494,8.551632,10.5,-2.080703,1.665992,0.016862,0.612559,1.008373,-0.016817,-0.001113,-0.000516,0.05932,0.008366,21.000001,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,1,0.919576,5337.028328,93.610102
270426_151014.000,0,95.71,1.12,8,58.33477,8.5513,11.4,-1.309096,3.013888,0.09909,1.490976,0.952756,0.078548,0.060003,0.006985,0.062441,0.010009,24.000001,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.75892,956.239385,99.41252
270426_151032.000,0,98.72001,1.47,6,58.33096,8.546564,20.9,-0.612456,-0.588362,0.139284,0.785907,1.367165,0.12571,-0.026526,0.053791,0.054369,0.013661,28.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.708632,703.715392,71.683502
270426_151050.000,0,100.95,1.66,6,58.32649,8.546136,28.9,-0.066962,-1.508589,0.046582,3.563995,1.139472,0.023304,0.017239,0.036464,0.043373,0.007791,23.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.916336,2121.600605,87.822931
270426_151109.000,0,101.29,1.47,6,58.32237,8.541652,33.3,0.919565,1.828985,0.047449,1.758655,1.097818,0.017571,5.2e-05,0.044076,0.032933,0.006701,32.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.918002,2090.652026,91.431986
270426_151127.000,0,98.26,1.66,6,58.31882,8.536309,35.1,-0.964379,1.986849,0.070969,1.494419,1.222369,-0.051209,-0.040773,-0.027417,0.031534,0.007311,33.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.840662,1365.310064,79.732613
270426_151128.000,0,96.38,1.47,6,58.31864,8.536015,35.2,-1.765306,2.054497,0.077411,0.783906,1.096712,0.018126,0.00843,-0.074785,0.032436,0.006972,27.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.808978,1229.164275,87.086794
270426_151145.000,0,102.1748,1.47,6,58.3155,8.530764,41.1,-1.345823,2.836714,0.078596,1.949502,0.772,-0.030451,0.001037,-0.07245,0.027198,0.005179,25.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.864556,1283.667521,130.658312
270426_151203.000,0,101.71,1.92,6,58.31249,8.52434,44.0,-0.025044,2.990521,0.046063,1.444055,0.965627,-0.007433,0.031983,0.032305,0.029274,0.005004,28.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.924974,2161.145698,104.250907
270426_151204.000,0,104.35,1.92,6,58.31231,8.523952,43.3,0.166152,3.206895,0.084781,2.555008,0.972307,0.029994,-0.017841,0.077265,0.023763,0.004494,32.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.873938,1216.469848,106.229519
270426_151222.000,0,96.79,1.92,6,58.30961,8.517315,43.0,-1.586186,1.491157,0.09076,3.170499,1.314754,-0.03302,-0.022873,0.081388,0.038936,0.010191,29.000001,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.78638,1054.816914,73.062621
270426_151240.000,0,100.36,1.31,8,58.30787,8.509635,50.3,-2.337237,1.767878,0.054438,3.246167,1.189204,-0.028193,0.046351,-0.004487,0.029063,0.007854,33.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.894724,1810.310617,83.688847
270426_151241.000,0,100.02,1.31,8,58.30783,8.509164,50.8,-2.621661,2.965005,0.024005,1.511183,1.00668,-0.01153,0.010511,0.018244,0.028765,0.006232,27.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,1,0.95219,4000.0,98.379038
270426_151242.000,0,102.01,1.31,8,58.3078,8.508672,51.4,-2.185827,4.29636,0.038996,0.68731,1.103334,0.0087,0.011797,0.036136,0.031675,0.0067,25.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,1,0.942108,2550.505051,91.625694
270426_151259.000,0,98.86001,1.47,8,58.30723,8.500778,60.1,-1.79652,4.071131,0.124562,0.689819,0.944916,0.103269,-0.028754,0.063438,0.030437,0.006498,24.000001,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.739476,787.340198,103.527441
270426_151316.000,0,100.85,1.31,8,58.30601,8.493213,64.0,-1.605189,5.005636,0.125272,2.028049,0.929979,-0.121543,0.009044,-0.028959,0.029801,0.00629,24.000001,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.757956,798.672707,107.289631
270426_151317.000,0,100.37,1.31,8,58.30587,8.49277,64.3,-1.406792,3.7204,0.072376,1.08768,1.107227,0.066069,0.01583,0.024952,0.038041,0.007938,26.000001,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.858948,1367.885957,89.838502
270426_151335.000,0,101.11,1.58,7,58.30249,8.487041,69.2,-1.42638,1.751089,0.056437,1.371962,0.964487,-0.049074,0.024237,0.013766,0.0365,0.007137,24.000001,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.898226,1760.363529,103.757156
270426_151352.000,0,102.89,1.58,7,58.30022,8.480465,72.2,-1.325349,2.000165,0.090056,1.543799,0.99029,-0.074768,0.041531,-0.028195,0.023975,0.004963,18.000001,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.848788,1129.963978,102.860171
270426_151353.000,0,100.65,1.4,7,58.30015,8.480007,72.7,-1.278632,3.91076,0.032242,0.691639,1.208555,-0.028115,-0.011472,-0.01084,0.036762,0.008154,24.000001,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,1,0.942016,3027.796161,82.597831
270426_151411.000,0,98.48001,2.11,6,58.29874,8.471951,80.1,-1.847039,4.75427,0.071818,1.563754,1.094531,0.054924,-0.040573,0.022247,0.02959,0.006085,27.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.841164,1352.413002,89.160024
270426_151412.000,0,97.01,2.11,6,58.29866,8.471525,80.4,-1.911114,5.085882,0.066639,1.680656,1.172459,0.036759,0.046552,0.030372,0.033634,0.005921,26.000001,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.836822,1434.23173,82.0409
270426_151431.000,0,99.73001,2.16,6,58.2971,8.463268,87.80001,0.450659,3.305562,0.076721,0.676446,0.852462,-0.026612,0.053265,0.048381,0.022889,0.005842,30.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.843858,1283.179707,115.634092
270426_151449.000,0,106.42,1.55,7,58.29659,8.454433,90.7,1.397426,3.051348,0.02479,1.143807,0.885128,-0.012169,0.018661,-0.010873,0.026102,0.005002,28.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,1,1.01462,4126.405584,118.888025
270426_151450.000,0,107.22,1.55,7,58.29662,8.45389,90.4,1.568539,4.811849,0.063988,2.744447,1.300249,-0.062873,-0.000994,0.011849,0.031607,0.006612,30.0,gps_log_A_270426_144104 Feviktoppen-Krs (stop at Odden) ,0,0.944224,1649.843048,81.831774
